block_id,title,is_active,identifier,content,store_id
,Block | Affiliate Program | main content | portuguese,1,affiliate-content-main,"<div class=""row"">
<div class=""col-lg-12 text-bold text-bold-desktop"">If you are a travel blogger or you manage a website dedicated to South American<br />tourism, the Daytours4u Affiliate Program can help you make some money and add<br />a new dimension to your brand.</div>
<div class=""col-lg-12 text-bold text-bold-mobile"">If you are a travel blogger or you manage a website dedicated to South American tourism, the Daytours4u Affiliate Program can help you make some money and add a new dimension to your brand.</div>
</div>
<div class=""row"">
<div class=""col-lg-12 text-simple text-simple-desktop"">If you are a travel blogger or you manage a website dedicated to South American tourism, <br /> the Daytours4u Affiliate Program can help you make some money and add a new dimension <br /> to your brand.</div>
<div class=""col-lg-12 text-simple text-simple-mobile"">If you are a travel blogger or you manage a website dedicated to South American tourism, the Daytours4u Affiliate Program can help you make some money and add a new dimension to your brand.</div>
</div>
<div class=""row"">
<div class=""col-lg-4 col-md-4  col-xs-12 col-data"">
<div class=""image image-1""></div>
<div class=""title"">Signing up</div>
<div class=""desc"">Once we have received your membership request, we will contact you with information about how to get started.</div>
</div>
<div class=""col-lg-4 col-md-4  col-xs-12 col-data"">
<div class=""image  image-2""></div>
<div class=""title"">Embed your links</div>
<div class=""desc"">Incorporate your personalised links into your blog, website, social media profiles, or email signature: wherever you prefer.</div>
</div>
<div class=""col-lg-4 col-md-4  col-xs-12 col-data"">
<div class=""image image-3""></div>
<div class=""title"">Make money</div>
<div class=""desc"">Sales generated by traffic sent to us from your referrals equals’ easy profit for you. We make money, you make money – it’s that simple.</div>
</div>
</div>",portuguese
,Block | Affiliate Program | main content | french,1,affiliate-content-main,"<div class=""row"">
<div class=""col-lg-12 text-bold text-bold-desktop"">If you are a travel blogger or you manage a website dedicated to South American<br />tourism, the Daytours4u Affiliate Program can help you make some money and add<br />a new dimension to your brand.</div>
<div class=""col-lg-12 text-bold text-bold-mobile"">If you are a travel blogger or you manage a website dedicated to South American tourism, the Daytours4u Affiliate Program can help you make some money and add a new dimension to your brand.</div>
</div>
<div class=""row"">
<div class=""col-lg-12 text-simple text-simple-desktop"">If you are a travel blogger or you manage a website dedicated to South American tourism, <br /> the Daytours4u Affiliate Program can help you make some money and add a new dimension <br /> to your brand.</div>
<div class=""col-lg-12 text-simple text-simple-mobile"">If you are a travel blogger or you manage a website dedicated to South American tourism, the Daytours4u Affiliate Program can help you make some money and add a new dimension to your brand.</div>
</div>
<div class=""row"">
<div class=""col-lg-4 col-md-4  col-xs-12 col-data"">
<div class=""image image-1""></div>
<div class=""title"">Signing up</div>
<div class=""desc"">Once we have received your membership request, we will contact you with information about how to get started.</div>
</div>
<div class=""col-lg-4 col-md-4  col-xs-12 col-data"">
<div class=""image  image-2""></div>
<div class=""title"">Embed your links</div>
<div class=""desc"">Incorporate your personalised links into your blog, website, social media profiles, or email signature: wherever you prefer.</div>
</div>
<div class=""col-lg-4 col-md-4  col-xs-12 col-data"">
<div class=""image image-3""></div>
<div class=""title"">Make money</div>
<div class=""desc"">Sales generated by traffic sent to us from your referrals equals’ easy profit for you. We make money, you make money – it’s that simple.</div>
</div>
</div>",french
29,Block | Affiliate Program | second content | english,1,affiliate-black-content,"<div class=""row"">
<div class=""col-lg-4 col-md-4 col-xs-12 col-data"">
<div class=""image image-1""></div>
<div class=""desc"">""The great thing about this affiliate programme is that I have the opportunity to share my experiences in Colombia, and also monetise my blog so that I can continue to create high quality content.""</div>
<div class=""name"">Sarah Duncan</div>
</div>
<div class=""col-lg-4 col-md-4 col-xs-12  col-data"">
<div class=""image image-2""></div>
<div class=""desc"">""I see two benefits: first, having a reliable company on to which I can forward tour requests that come to me through my blog, and second, being able to make money through this simple process.""</div>
<div class=""name"">Gisele Teixeira</div>
</div>
<div class=""col-lg-4 col-md-4 col-xs-12  col-data"">
<div class=""image image-3""></div>
<div class=""desc"">""I am new to the environment of blogging and earning money through my website, but being a part of the Daytours4u Affiliate Programme is proving to be interesting, profitable, and very positive.""</div>
<div class=""name"">Patricio Espigares</div>
</div>
</div>","admin,english"
,Block | Affiliate Program | second content | spanish,1,affiliate-black-content,"<div class=""row"">
<div class=""col-lg-4 col-md-4 col-xs-12 col-data"">
<div class=""image image-1""></div>
<div class=""desc"">""The great thing about this affiliate programme is that I have the opportunity to share my experiences in Colombia, and also monetise my blog so that I can continue to create high quality content.""</div>
<div class=""name"">Sarah Duncan</div>
</div>
<div class=""col-lg-4 col-md-4 col-xs-12  col-data"">
<div class=""image image-2""></div>
<div class=""desc"">""I see two benefits: first, having a reliable company on to which I can forward tour requests that come to me through my blog, and second, being able to make money through this simple process.""</div>
<div class=""name"">Gisele Teixeira</div>
</div>
<div class=""col-lg-4 col-md-4 col-xs-12  col-data"">
<div class=""image image-3""></div>
<div class=""desc"">""I am new to the environment of blogging and earning money through my website, but being a part of the Daytours4u Affiliate Programme is proving to be interesting, profitable, and very positive.""</div>
<div class=""name"">Patricio Espigares</div>
</div>
</div>",spanish
,Block | Affiliate Program | second content | portuguese,1,affiliate-black-content,"<div class=""row"">
<div class=""col-lg-4 col-md-4 col-xs-12 col-data"">
<div class=""image image-1""></div>
<div class=""desc"">""The great thing about this affiliate programme is that I have the opportunity to share my experiences in Colombia, and also monetise my blog so that I can continue to create high quality content.""</div>
<div class=""name"">Sarah Duncan</div>
</div>
<div class=""col-lg-4 col-md-4 col-xs-12  col-data"">
<div class=""image image-2""></div>
<div class=""desc"">""I see two benefits: first, having a reliable company on to which I can forward tour requests that come to me through my blog, and second, being able to make money through this simple process.""</div>
<div class=""name"">Gisele Teixeira</div>
</div>
<div class=""col-lg-4 col-md-4 col-xs-12  col-data"">
<div class=""image image-3""></div>
<div class=""desc"">""I am new to the environment of blogging and earning money through my website, but being a part of the Daytours4u Affiliate Programme is proving to be interesting, profitable, and very positive.""</div>
<div class=""name"">Patricio Espigares</div>
</div>
</div>",portuguese
,Block | Affiliate Program | second content | french,1,affiliate-black-content,"<div class=""row"">
<div class=""col-lg-4 col-md-4 col-xs-12 col-data"">
<div class=""image image-1""></div>
<div class=""desc"">""The great thing about this affiliate programme is that I have the opportunity to share my experiences in Colombia, and also monetise my blog so that I can continue to create high quality content.""</div>
<div class=""name"">Sarah Duncan</div>
</div>
<div class=""col-lg-4 col-md-4 col-xs-12  col-data"">
<div class=""image image-2""></div>
<div class=""desc"">""I see two benefits: first, having a reliable company on to which I can forward tour requests that come to me through my blog, and second, being able to make money through this simple process.""</div>
<div class=""name"">Gisele Teixeira</div>
</div>
<div class=""col-lg-4 col-md-4 col-xs-12  col-data"">
<div class=""image image-3""></div>
<div class=""desc"">""I am new to the environment of blogging and earning money through my website, but being a part of the Daytours4u Affiliate Programme is proving to be interesting, profitable, and very positive.""</div>
<div class=""name"">Patricio Espigares</div>
</div>
</div>",french
11,Block | FAQ | general | english,1,faq_general,"<div id=""tab-0"" class=""faq-tab active"">
<h3 class=""faq-title"">{{trans ""General""}}</h3>
<div class=""faq-content"">
<div class=""question"">
<h4 class=""question-title"">{{trans ""Are there discounts for booking more than one tour?""}}</h4>
<p class=""answer"">{{trans ""We usually have special promotions for the booking of two or more activities in Buenos Aires. Please have a look in the Specials section of our website for any deals currently on offer.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""Can I book flights / hotels / car rental through Daytours4u?""}}</h4>
<p class=""answer"">{{trans ""Bsas4u specialises in independent sightseeing tours, daily excursions, and other cultural activities in the destination and its surroundings. If you want to receive further information about travelling in Argentina, or you need help in planning an all-inclusive vacation, you can find an array of travel articles on our blog.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""Can I book more than one tour in Buenos Aires?""}}</h4>
<p class=""answer"">{{trans ""Yes, you may book any number of tours from the Bsas4u website, depending on the time you have available. Simply add a new product to your cart. You can also visit the Packages section to book the standard packages we have built according to the previous preferences of our customers. These packages already have the best price-benefit.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""Can I book over the telephone?""}}</h4>
<p class=""answer"">{{trans ""Our website offers complete and updated information about the tours and activities in our catalogue, and our payment methods adhere to the highest standards to keep your private information safe. Nevertheless, we will be happy to help you with your bookings in the manner you prefer and a member of our team will be able to help you in English, Portuguese, Spanish or French. Our office hours are Monday to Friday from 8am until 8pm, Saturdays from 9am until 2pm.""}}</p>
</div>
</div>
</div>","admin,english"
,Block | FAQ | general | spanish,1,faq_general,"<div id=""tab-0"" class=""faq-tab active"">
<h3 class=""faq-title"">{{trans ""General""}}</h3>
<div class=""faq-content"">
<div class=""question"">
<h4 class=""question-title"">{{trans ""Are there discounts for booking more than one tour?""}}</h4>
<p class=""answer"">{{trans ""We usually have special promotions for the booking of two or more activities in Buenos Aires. Please have a look in the Specials section of our website for any deals currently on offer.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""Can I book flights / hotels / car rental through Daytours4u?""}}</h4>
<p class=""answer"">{{trans ""Bsas4u specialises in independent sightseeing tours, daily excursions, and other cultural activities in the destination and its surroundings. If you want to receive further information about travelling in Argentina, or you need help in planning an all-inclusive vacation, you can find an array of travel articles on our blog.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""Can I book more than one tour in Buenos Aires?""}}</h4>
<p class=""answer"">{{trans ""Yes, you may book any number of tours from the Bsas4u website, depending on the time you have available. Simply add a new product to your cart. You can also visit the Packages section to book the standard packages we have built according to the previous preferences of our customers. These packages already have the best price-benefit.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""Can I book over the telephone?""}}</h4>
<p class=""answer"">{{trans ""Our website offers complete and updated information about the tours and activities in our catalogue, and our payment methods adhere to the highest standards to keep your private information safe. Nevertheless, we will be happy to help you with your bookings in the manner you prefer and a member of our team will be able to help you in English, Portuguese, Spanish or French. Our office hours are Monday to Friday from 8am until 8pm, Saturdays from 9am until 2pm.""}}</p>
</div>
</div>
</div>",spanish
,Block | FAQ | general | portuguese,1,faq_general,"<div id=""tab-0"" class=""faq-tab active"">
<h3 class=""faq-title"">{{trans ""General""}}</h3>
<div class=""faq-content"">
<div class=""question"">
<h4 class=""question-title"">{{trans ""Are there discounts for booking more than one tour?""}}</h4>
<p class=""answer"">{{trans ""We usually have special promotions for the booking of two or more activities in Buenos Aires. Please have a look in the Specials section of our website for any deals currently on offer.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""Can I book flights / hotels / car rental through Daytours4u?""}}</h4>
<p class=""answer"">{{trans ""Bsas4u specialises in independent sightseeing tours, daily excursions, and other cultural activities in the destination and its surroundings. If you want to receive further information about travelling in Argentina, or you need help in planning an all-inclusive vacation, you can find an array of travel articles on our blog.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""Can I book more than one tour in Buenos Aires?""}}</h4>
<p class=""answer"">{{trans ""Yes, you may book any number of tours from the Bsas4u website, depending on the time you have available. Simply add a new product to your cart. You can also visit the Packages section to book the standard packages we have built according to the previous preferences of our customers. These packages already have the best price-benefit.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""Can I book over the telephone?""}}</h4>
<p class=""answer"">{{trans ""Our website offers complete and updated information about the tours and activities in our catalogue, and our payment methods adhere to the highest standards to keep your private information safe. Nevertheless, we will be happy to help you with your bookings in the manner you prefer and a member of our team will be able to help you in English, Portuguese, Spanish or French. Our office hours are Monday to Friday from 8am until 8pm, Saturdays from 9am until 2pm.""}}</p>
</div>
</div>
</div>",portuguese
,Block | FAQ | general | french,1,faq_general,"<div id=""tab-0"" class=""faq-tab active"">
<h3 class=""faq-title"">{{trans ""General""}}</h3>
<div class=""faq-content"">
<div class=""question"">
<h4 class=""question-title"">{{trans ""Are there discounts for booking more than one tour?""}}</h4>
<p class=""answer"">{{trans ""We usually have special promotions for the booking of two or more activities in Buenos Aires. Please have a look in the Specials section of our website for any deals currently on offer.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""Can I book flights / hotels / car rental through Daytours4u?""}}</h4>
<p class=""answer"">{{trans ""Bsas4u specialises in independent sightseeing tours, daily excursions, and other cultural activities in the destination and its surroundings. If you want to receive further information about travelling in Argentina, or you need help in planning an all-inclusive vacation, you can find an array of travel articles on our blog.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""Can I book more than one tour in Buenos Aires?""}}</h4>
<p class=""answer"">{{trans ""Yes, you may book any number of tours from the Bsas4u website, depending on the time you have available. Simply add a new product to your cart. You can also visit the Packages section to book the standard packages we have built according to the previous preferences of our customers. These packages already have the best price-benefit.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""Can I book over the telephone?""}}</h4>
<p class=""answer"">{{trans ""Our website offers complete and updated information about the tours and activities in our catalogue, and our payment methods adhere to the highest standards to keep your private information safe. Nevertheless, we will be happy to help you with your bookings in the manner you prefer and a member of our team will be able to help you in English, Portuguese, Spanish or French. Our office hours are Monday to Friday from 8am until 8pm, Saturdays from 9am until 2pm.""}}</p>
</div>
</div>
</div>",french
12,Block | FAQ | Argentina | english,1,faq_argentina,"<div id=""tab-2"" class=""faq-tab"">
<h3 class=""faq-title"">{{trans ""Argentina""}}</h3>
<div class=""faq-content"">
<div class=""question"">
<h4 class=""question-title"">{{trans ""Can I book the tour when I get to Buenos Aires?""}}</h4>
<p class=""answer"">{{trans ""The products and tourist services of Bsas4u can be booked online wherever you are, in Buenos Aires or elsewhere. Our calendar will allow you to book up to two days in advance. Please contact our Support Team to verify availability and book over the telephone.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""I don't know what date I'm travelling yet, can I book a product and leave the date open?""}}</h4>
<p class=""answer"">{{trans ""We need a specific date to reserve any tour or service offered on our website. If you haven't decided on the specific dates you are going to stay in Buenos Aires, you can book a provisional date for the tour service you want (excluding tickets for football games or any other special events) and subsequently change it up to 3 days before the desired date via email with our Support Team.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""I already paid and I'm not sure if my booking was received. What should I do?""}}</h4>
<p class=""answer"">{{trans ""You should receive an automatic response from our website confirming that your booking is in process. However, our Operations Team has to confirm this reservation with the tour provider, and, therefore, you should receive a second e-mail within 24 hours of your booking (up to 48 hours on weekends and national holidays) confirming the details of the service including pickup time, customer emergency number, and the voucher of your service. If you haven't received such an email, please check your junk folder or contact us via Chat to verify the status of your order.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""How can I contact you if I have a last minute event/emergency before my tour?""}}</h4>
<p class=""answer"">{{trans ""You will receive with your voucher, a 24/7 mobile number to call in Buenos Aires in case you need to contact us out of office hours. If your query does not require immediate attention, you should direct it to the Bsas4u Support Team and we will get back to you within the next 24 hours (up to 48 hours on weekends and national holidays).""}}</p>
</div>
</div>
</div>","admin,english"
,Block | FAQ | Argentina | spanish,1,faq_argentina,"<div id=""tab-2"" class=""faq-tab"">
<h3 class=""faq-title"">{{trans ""Argentina""}}</h3>
<div class=""faq-content"">
<div class=""question"">
<h4 class=""question-title"">{{trans ""Can I book the tour when I get to Buenos Aires?""}}</h4>
<p class=""answer"">{{trans ""The products and tourist services of Bsas4u can be booked online wherever you are, in Buenos Aires or elsewhere. Our calendar will allow you to book up to two days in advance. Please contact our Support Team to verify availability and book over the telephone.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""I don't know what date I'm travelling yet, can I book a product and leave the date open?""}}</h4>
<p class=""answer"">{{trans ""We need a specific date to reserve any tour or service offered on our website. If you haven't decided on the specific dates you are going to stay in Buenos Aires, you can book a provisional date for the tour service you want (excluding tickets for football games or any other special events) and subsequently change it up to 3 days before the desired date via email with our Support Team.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""I already paid and I'm not sure if my booking was received. What should I do?""}}</h4>
<p class=""answer"">{{trans ""You should receive an automatic response from our website confirming that your booking is in process. However, our Operations Team has to confirm this reservation with the tour provider, and, therefore, you should receive a second e-mail within 24 hours of your booking (up to 48 hours on weekends and national holidays) confirming the details of the service including pickup time, customer emergency number, and the voucher of your service. If you haven't received such an email, please check your junk folder or contact us via Chat to verify the status of your order.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""How can I contact you if I have a last minute event/emergency before my tour?""}}</h4>
<p class=""answer"">{{trans ""You will receive with your voucher, a 24/7 mobile number to call in Buenos Aires in case you need to contact us out of office hours. If your query does not require immediate attention, you should direct it to the Bsas4u Support Team and we will get back to you within the next 24 hours (up to 48 hours on weekends and national holidays).""}}</p>
</div>
</div>
</div>",spanish
,Block | FAQ | Argentina | portuguese,1,faq_argentina,"<div id=""tab-2"" class=""faq-tab"">
<h3 class=""faq-title"">{{trans ""Argentina""}}</h3>
<div class=""faq-content"">
<div class=""question"">
<h4 class=""question-title"">{{trans ""Can I book the tour when I get to Buenos Aires?""}}</h4>
<p class=""answer"">{{trans ""The products and tourist services of Bsas4u can be booked online wherever you are, in Buenos Aires or elsewhere. Our calendar will allow you to book up to two days in advance. Please contact our Support Team to verify availability and book over the telephone.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""I don't know what date I'm travelling yet, can I book a product and leave the date open?""}}</h4>
<p class=""answer"">{{trans ""We need a specific date to reserve any tour or service offered on our website. If you haven't decided on the specific dates you are going to stay in Buenos Aires, you can book a provisional date for the tour service you want (excluding tickets for football games or any other special events) and subsequently change it up to 3 days before the desired date via email with our Support Team.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""I already paid and I'm not sure if my booking was received. What should I do?""}}</h4>
<p class=""answer"">{{trans ""You should receive an automatic response from our website confirming that your booking is in process. However, our Operations Team has to confirm this reservation with the tour provider, and, therefore, you should receive a second e-mail within 24 hours of your booking (up to 48 hours on weekends and national holidays) confirming the details of the service including pickup time, customer emergency number, and the voucher of your service. If you haven't received such an email, please check your junk folder or contact us via Chat to verify the status of your order.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""How can I contact you if I have a last minute event/emergency before my tour?""}}</h4>
<p class=""answer"">{{trans ""You will receive with your voucher, a 24/7 mobile number to call in Buenos Aires in case you need to contact us out of office hours. If your query does not require immediate attention, you should direct it to the Bsas4u Support Team and we will get back to you within the next 24 hours (up to 48 hours on weekends and national holidays).""}}</p>
</div>
</div>
</div>",portuguese
,Block | FAQ | Argentina | french,1,faq_argentina,"<div id=""tab-2"" class=""faq-tab"">
<h3 class=""faq-title"">{{trans ""Argentina""}}</h3>
<div class=""faq-content"">
<div class=""question"">
<h4 class=""question-title"">{{trans ""Can I book the tour when I get to Buenos Aires?""}}</h4>
<p class=""answer"">{{trans ""The products and tourist services of Bsas4u can be booked online wherever you are, in Buenos Aires or elsewhere. Our calendar will allow you to book up to two days in advance. Please contact our Support Team to verify availability and book over the telephone.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""I don't know what date I'm travelling yet, can I book a product and leave the date open?""}}</h4>
<p class=""answer"">{{trans ""We need a specific date to reserve any tour or service offered on our website. If you haven't decided on the specific dates you are going to stay in Buenos Aires, you can book a provisional date for the tour service you want (excluding tickets for football games or any other special events) and subsequently change it up to 3 days before the desired date via email with our Support Team.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""I already paid and I'm not sure if my booking was received. What should I do?""}}</h4>
<p class=""answer"">{{trans ""You should receive an automatic response from our website confirming that your booking is in process. However, our Operations Team has to confirm this reservation with the tour provider, and, therefore, you should receive a second e-mail within 24 hours of your booking (up to 48 hours on weekends and national holidays) confirming the details of the service including pickup time, customer emergency number, and the voucher of your service. If you haven't received such an email, please check your junk folder or contact us via Chat to verify the status of your order.""}}</p>
</div>
<div class=""question"">
<h4 class=""question-title"">{{trans ""How can I contact you if I have a last minute event/emergency before my tour?""}}</h4>
<p class=""answer"">{{trans ""You will receive with your voucher, a 24/7 mobile number to call in Buenos Aires in case you need to contact us out of office hours. If your query does not require immediate attention, you should direct it to the Bsas4u Support Team and we will get back to you within the next 24 hours (up to 48 hours on weekends and national holidays).""}}</p>
</div>
</div>
</div>",french
13,Block | FAQ | Argentina | english,1,faq_brazil,"<div id=""tab-3"" class=""faq-tab"">
<h3 class=""faq-title"">{{trans ""Brazil""}}</h3>
<div class=""faq-content"">
<div class=""question""></div>
</div>
</div>","admin,english"
,Block | FAQ | Brazil | spanish,1,faq_brazil,"<div id=""tab-3"" class=""faq-tab"">
<h3 class=""faq-title"">{{trans ""Brazil""}}</h3>
<div class=""faq-content"">
<div class=""question""></div>
</div>
</div>",spanish
,Block | FAQ | Brazil | portuguese,1,faq_brazil,"<div id=""tab-3"" class=""faq-tab"">
<h3 class=""faq-title"">{{trans ""Brazil""}}</h3>
<div class=""faq-content"">
<div class=""question""></div>
</div>
</div>",portuguese
,Block | FAQ | Brazil | french,1,faq_brazil,"<div id=""tab-3"" class=""faq-tab"">
<h3 class=""faq-title"">{{trans ""Brazil""}}</h3>
<div class=""faq-content"">
<div class=""question""></div>
</div>
</div>",french
14,Block | FAQ | Bolivia | english,1,faq_bolivia,"<div id=""tab-3"" class=""faq-tab"">
<h3 class=""faq-title"">{{trans ""Bolivia""}}</h3>
<div class=""faq-content"">
<div class=""question""></div>
</div>
</div>","admin,english"
,Block | FAQ | Bolivia | spanish,1,faq_bolivia,"<div id=""tab-3"" class=""faq-tab"">
<h3 class=""faq-title"">{{trans ""Bolivia""}}</h3>
<div class=""faq-content"">
<div class=""question""></div>
</div>
</div>",spanish
,Block | FAQ | Bolivia | portuguese,1,faq_bolivia,"<div id=""tab-3"" class=""faq-tab"">
<h3 class=""faq-title"">{{trans ""Bolivia""}}</h3>
<div class=""faq-content"">
<div class=""question""></div>
</div>
</div>",portuguese
